question_id,perturbed
Q07663,Mohon sebutkan terakhir. yang tersedia di musim panen evolume
Q07664,Apakah terdapat halat pertanian dalam dihasilkan tahun berjalan?
Q07665,jenis tenaga kerja yang dicatat rumah terakhir? dalam semifnggu tangga
Q07666,Berapa rata-rata jumlah penerangan dalam semeinggu ini? terakhir
Q07667,Berapa lahan estimasi pertanian yang dihasilkan padan sebelumnya tersebut?
Q07668,Bisakah Anda produmksi menyebutkan yang keseluruhan terkait aktivitas sehari-hari?
Q07669,jenis Apay konsumsi pangan yang tersedia rumah dalam seminggu terakhir?
Q07670,Apakah terdapat sumber air periode digunakan dalam minum seboelumnya?
Q07671,di sumber air minum yang dimqiliki sebutkan wilayah ini.
Q07672,terdapat Apakah sumbero yang dihasilkan dalam usaha Anda?
Q07673,Bisakah Anda anggota menyebutkan keluarga yang tierkini rumah tangga ini?
Q07674,Mohon sebutkan fascilitas rumah yang dilakukan di terakhir. panen
Q07675,Bisakah Anda konsumsi pangan terkaita aktual yang periode sebelumnya?
Q07676,selama rumah tangga volume produksi pApakah seminggu terakhir?
Q07677,Bisakah Anda menyebuytkan sumber penerangan terkait terkini yang berjalan?
Q07678,yang kondisi lahan pertanian Bagaimavna dicatat seminggu terakhir?
Q07679,Apakah kendaraan rumah dyang tangga diperoleh dalam musim panen terakhir?
Q07680,tangga rumah Avpakah dilakukan produksi selama usaha Anda?
Q07681,Apakah terdapat keluarga yang digunakan Anda? usaha daalam
Q07682,Seberapa hnasil panen yang dimiliki sehari-hari? aktivitas pada
Q07683,Apakah dicatat ipanen yang terdapat dalam lingkungan tempat tinggal?
Q07684,pada banyak jam kerja ymang Seberapa usaha Anda?
Q07685,Berapa estimasi sumber air minum yang tersebut? seminggu teralkhir dikelola
Q07686,selama tangga dipneroleh sumber penerangan rumah tahun berjalan?
Q07687,kegiatan kondisi Bagaimana usarha yang dilakukan bulan lalu?
Q07688,Anda Bisakavh menyebutkan jam kerja yang utama terkait ini?
Q07689,Bagaimanak pengeluaran kondisi tangga yang dimiliki di wilayah ini?
Q07690,Apakah tangga lahan dikelola perhtanian selama rumah tangga ini?
Q07691,Berapa estimasiu sumber yang dimiliki pada ini wilayah tersebut?
Q07692,yaong kondisi kegiatan usaha Bagaimana di lingkungan tempat tinggal?
Q07693,dialami sebutkan kerja yang Mjohon di rumah tangga ini.
Q07694,jumlah keseluruhan Berapa volume dalam aktijvitas sehari-hari ini?
Q07695,dalam jenis kendaraan tangga yang dikelola rumah tangga Apa vaktivitas sehari-hari?
Q07696,Berapa total jumlah yini? pertanian bulan lalu alat
Q07697,menyebutkan Anda aset usaha yang keeseluruhan terkait wilayah ini?
Q07698,Berapa jumlah utama hasil dalam musim panen tercakhir ini?
Q07699,Anda menyebutkan sehari-hari? kerja yang perkiraan terkait aktivitas jham
Q07700,Apakah terdapat panen rumah dihasilkan dalam musim fasilitas terhakhir?
Q07701,Bisakah Anda terkait lahan yang rata-rata menyebutkan atahun berjalan?
Q07702,Apakah rumah tangga lalu? produksi selamay bulan volume
Q07703,Mohon yang arlat pertanian sebutkan di seminggu terakhir.
Q07704,Berapa utama jumlah tenaga kerja lalu bulaun dalam
Q07705,Apakah Anda? tangga pengeluaran rumah tangga seltama usaha rumah
Q07706,Steberapa banyak pengeluaran rumah tangga pada dicatat yang ini?
Q07707,dialami rumah tangga Apakah tenaga kerja selama panen terakhirs?
Q07708,Bisakah periode menyebutkan hasil panen perkiraan terkait Anda fsebelumnya?
Q07709,Apakah terdapat dalam rumah yang diperoleh fasgilitas musim terakhir?
Q07710,Bisakah Anda menyebutkan alat yang pertanian qterkait seminggu terakhir?
Q07711,Mohon sebutkan panen pertmanian yang di musim lahan terakhir.
Q07712,Apakah terdapat kerja yang dikeloola tahun dalam berjalan?
Q07713,rumah menyebutkan fasilitas Anda yangl utama terkait rumah tangga ini?
Q07714,dialami terdapat anggota yang Apxakah dalam periode sebelumnya?
Q07715,Apakah dilakukan volume produksi yang terdapjat dalam rumah ini?
Q07716,Apakah terdapat kelmuarga yang ini? dalam wilayah tersedia
Q07717,Apakah tangga rumah dilakuknan anggota keluarga selama lingkungan tinggal?
Q07718,Berapa umum jumlah aktivitas dalam produksi smehari-hari ini?
Q07719,Bisakah Anda penerangan sumber menyebutkan yang aktualw terkait usaha
Q07720,Apa jenis rumah tanggfa yang rumah digunakan tangga dalam bulan lalu?
Q07721,Seberapa banyak tenaga kemrja pada dihasilkan yang lingkungan tinggal?
Q07722,menyebutkan Anda Bisakah konsumsi ycang utama terkait tahun berjalan?
Q07723,Mohon kendaraan rumah tangga yang akwtivitas di digunakan sehari-hari.
Q07724,kegiatan rumah tangga diperoleh Apakah usaha tahun berjaldan?
Q07725,Bisakah Anda terkait anggota keluarga rata-rata menyeobutkan seminggu terakhir?
Q07726,Mohon sebutkan volume vproduksi yang dialami rumah di tangga
Q07727,Berapa estixmasi pengeluaran rumah tangga yang pada ini wilayah tersebut?
Q07728,Apakah rumah tangga pengeluardan rumah Anda? selama usaha tangga
Q07729,estimasi Berapa fasilitas rumah yang pada seminggue terakhir tersebut?
Q07730,Apakah lahan dicatat tangga pertanian seloama bulan lalu?
Q07731,rumah tangga dilakutkan jam kerja tangga rumah selama ini?
Q07732,Apa jenis lahan pertanian yang tangga rumah dalamr aktivitas sehari-hari?
Q07733,Berapa dalam fasilitas rumah total lingktungan tempat tinggal ini?
Q07734,Apakah terdcapat sumber air wilayah dilakukan dalam minum ini?
Q07735,Apakah mterdapat sumber air minum dikelola tahun dalam berjalan?
Q07736,Mohon sebutkan kendaraan rumah yancg dialami di musim terakhir. panen
Q07737,Apakah laluj? hasil panen yang dalam bulan terdapat
Q07738,Berapa estimasi pertanian alat yang dialami pada aktivitas teirsebut?
Q07739,Berapa estimasi alat yang lingkungan pada diperoleh tempat tinggalf tersebut?
Q07740,Apa sehari-hajri? pengeluaran rumah tangga yang diterima rumah tangga aktivitas jenis
Q07741,Apa jenis aset usaha yang dihasilkan tangga rumah dalam lingkungan tebmpat
Q07742,Berapa jumlah kegiatan usaha dalam wilayah oini? ini
Q07743,Apa jenis dalam kerja dikelolma rumah tangga tenaga aktivitas sehari-hari?
Q07744,jenis Apa kegiatan usaha yang rumah tangga edalam periode sebelumnya?
Q07745,Beprapa aktual jumlah sumber musim minum dalam air terakhir ini?
Q07746,Apakah rumah tersedia avlat selama pertanian usaha Anda?
Q07747,wkondisi yang usaha aset tersedia di periode sebelumnya?
Q07748,Seberapa banyak kencdaraan tangga yang dicatat pada rumah rumah ini?
Q07749,Mohon volume di yang dihasilkan produhksi rumah tangga ini.
Q07750,aset total Berapa usaha dalam lingkungan temvpat tinggal ini?
Q07751,Berapa estiemasi anggota seminggu yang pada keluarga terakhir tersebut?
Q07752,terdapat kegiatan usaha yang diperoleh ddalam panen musim terakhir?
Q07753,kondisi Bagaimana lahan yawng dilakukan di lingkungan tempat tinggal?
Q07754,Berapa volume produksi ini dialami pada rumah tangga yang tgersebut?
Q07755,Seberapa yang konsumsi pangan banyak pada aktivitas sehari-ohari?
Q07756,Apakah pengeluaran rumah tangga yang qdimiliki usaha dalam Anda?
Q07757,yang hasil panen Berapa dicatat pada periode sewbelumnya tersebut?
Q07758,Berapa estimasi pada yang tersedia kegiatan musgim panen terakhir tersebut?
Q07759,Mohon sebrutkan kegiatan tahun yang dimiliki di usaha
Q07760,Berapa aset usaha yang dimiliki terakhmir seminggu pada tersebut?
Q07761,Berapa teinggal kegiatan usaha yang pada lingkungan tempat estimasi tersebut?
Q07762,Biswakah Anda fasilitas rumah yang umum wilayah terkait ini?
Q07763,kegipatan banyak Seberapa usaha yang dikelola pada tahun
Q07764,total Anda fasilitas rumah fyang Bisakah terkait rumah tangga ini?
Q07765,sebutkan dimiliki produksi ylang volume di periode sebelumnya.
Q07766,Mohon yang usaha kegiatan dimialiki di wilayah ini.
Q07767,estimasi lahan berjalan yang dialami pada tahun pertanian tersebkut?
Q07768,Apa panen hasil jenis yang dicatat rumah tangga dalam lingkungan tiqnggal?
Q07769,Apakah terdapat fasilitas yang rumah dawlam lingkungan tempat tinggal?
Q07770,Berapa tercatat kerja tenaga jumlah aktixvitas sehari-hari ini?
Q07771,Bisakah sehari-hari? menyebutkan ranggota keluarga yang terkait aktivitas Anda
Q07772,Berapa total jumlah lahan pertanian ini?k Anda usaha
Q07773,sebutkan susmber ini. yang dilakukan di wilayah penerangan
Q07774,Berapa estimasi kegiatan rumah yang dilakukan pada usaha tangga terseebut?
Q07775,banyak tenaga kevrja yang diterima aktivitas pada sehari-hari?
Q07776,Apakah rumah selama kpegiatan usaha dikelola lingkungan tempat tinggal?
Q07777,kondisi air sumber minum yang pdialami di musim panen terakhir?
Q07778,Bagaimana dikelola kendaraan tangga yang kondisi di lingkungan tsempat tinggal?
Q07779,di sebutkan sumber air yang dicatat Mohon bulan lyalu.
Q07780,Seberapa banyak pada keluarga dihasilkan anggota aktivmitas sehari-hari?
Q07781,Bagaimana kondisi hasil panejn tersedia di tinggal? tempat lingkungan
Q07782,sebutkman tenaga kerja yang diperoleh tahun di berjalan.
Q07783,Bisakah Anda menyebutkan tangga kendaraan yang total terkait bulatn lalu?
Q07784,Seberapa banyak pertanian yang tinggal? pada lingkungan tempat dimkelola
Q07785,Apakah tanwgga tersedia selama usaha aset periode sebelumnya?
Q07786,Bisakah Anda menyebutkan alat pertanian yang tercatat aktivitass terkait
Q07787,rumahw kondisi jam kerja dilakukan di Bagaimana tangga ini?
Q07788,Anda Bisakah konsumsi pangan yang keseluruhan terkait sepminggu terakhir?
Q07789,Mohon sebutkan usaha odi dihasilkan yang lingkungan tempat tinggal.
Q07790,estimasi apset usaha yang dikelola periode pada sebelumnya tersebut?
Q07791,rumah tangga dimiliki anpggota keluarga selama tinggal? tempat lingkungan
Q07792,air rumah tangga dialamii sumber Apakah minum selama lalu?
Q07793,Berapa rata-rata aset usaha terakhir musim panepn dalam ini?
Q07794,Seberapa banyak pengeluaran tangga hrumah yang dikelola pada ini?
Q07795,Berapa volume produksi yang digunakan periode pada sebelumniya tersebut?
Q07796,Bagaimana tersedia sumbecr penerangan yang kondisi di tahun
Q07797,sehari-hari utamag jumlah pengeluaran rumah tangga aktivitas Berapa ini?
Q07798,Berapa ebstimasi fasilitas tersebut? yang dihasilkan pada Anda rumah
Q07799,Berapa estimasi alat pertanian yang pada spehari-hari aktivitas tersebut?
Q07800,Berapa estimasi sumber oaktivitas minum yang pada air sehari-hari tersebut?
Q07801,Berapa estimasi sehari-hari kerja diperoleh pada aktivaitas jam tersebut?
Q07802,Apa kegiatan lingkungan yang dsilakukan rumah tangga dalam usaha tempat tinggal?
Q07803,usaha dominan kegiatan Berapa dalam lingkungan tempat tintggal ini?
Q07804,kondisi sumber yang penerangan dikelolya di bulan lalu?
Q07805,Apakah panen alat pertanian uyang dicatat dalam terdapat terakhir?
Q07806,Mohon sebutkan tangga rumah tangga yang di rumqah kendaraan ini.
Q07807,Bisakah Anda anggota keluarga yang utama lingkungan tmerkait tempat tinggal?
Q07808,Berapa estimasi gjam Anda yang tersedia pada usaha kerja
Q07809,Apakah terdapat tenaga kerja seminggu dialami yang terakhibr?
Q07810,Apakah pangan tangga tersedia konsumsi rumah seclama lalu?
Q07811,banyak tersedia kerja yang tenaga pada rumah tangga inki?
Q07812,Seberrapa banyak kendaraan rumah tangga yang Anda? usaha diperoleh
Q07813,Berapa kerja jumlah tenaga umum dalam jseminggu terakhir
Q07814,ini? okondisi usaha yang dialami di wilayah Bagaimana
Q07815,Aqnda menyebutkan kegiatan terkait yang keseluruhan usaha bulan lalu?
Q07816,wilayah estimasi tenaga kerja yang dilakukan Berapa bini tersebut?
Q07817,Seberapa dihasilkan lahaxn pertanian yang banyak periode sebelumnya?
Q07818,sebutkan yang ppanen hasil dicatat di seminggu terakhir.
Q07819,Bagaimana kondisi ini? kerja ycang di rumah tangga jam
Q07820,rugmah jenis volume produksi yang Apa tangga dalam bulan lalu?
Q07821,Bagaaimana kondisi lahan ini? yang dilakukan di tangga pertanian
Q07822,Apakah terdapvat sumber penerangan yang terakhir? seminggu dialami
Q07823,Bisakah rAnda menyebutkan aset usaha terkait umum wilayah ini?
Q07824,Apakah tenaga kerja yang digunakian dalam terakhir? panen musim
Q07825,Apa jenis fasilitas rumah yang tersedia rumah tangga dalam rumah tangrga
Q07826,terdapat keluarga anggota yang dikelolaf dalam aktivitas sehari-hari?
Q07827,Apakah rumah tangga diterima sumber air minum berjalanv? tahun
Q07828,seminggu terdapbat hasil yang dilakukan dalam Apakah terakhir?
Q07829,estimasi lahan dialami yang pertanian paqda bulan lalu tersebut?
Q07830,Berapa estimasi anggota seminggu yang dikelola keluarga terakhir tersebutu?
Q07831,Mohon sebutkan lahan yang diterima gAnda. usaha di
Q07832,dBerapa keseluruhan jumlah hasil panen rumah ini? ini tangga
Q07833,pertanian terdapat alat Apakah yang tersedia dalam musim pxanen
Q07834,dalam lahan pertanian yangf dimiliki terdapat usaha Anda?
Q07835,yang menlyebutkan sumber penerangan Anda umum terkait rumah tangga ini?
Q07836,jApa jenis konsumsi pangan yang dikelola Anda? tangga dalam rumah
Q07837,Bagaimana kondisi jam diterima yang kerja di tyahun
Q07838,Berapa estimasi voluome produksi yang panen pada musim dilakukan terakhir
Q07839,Mohon sebutkan lahan pertanian rumah di dicjatat tangga ini.
Q07840,Bagaimana kondisi konsumsi pbangan yang dimiliki wilayah di
Q07841,rumah tasngga dikelola jam selama kerja rumah tangga ini?
Q07842,Seberapa yanig alat pertanian banyak dialami pada sehari-hari?
Q07843,yajng jenis aset usaha Apa dimiliki rumah tangga seminggu terakhir?
Q07844,Apa jenis tahun pangan yang dyialami rumah dalam konsumsi berjalan?
Q07845,Aspa jenis kendaraan rumah yang digunakan rumah tangga berjalan? tahun dalam
Q07846,Berapa perckiraan ini? jam kerja bulan lalu jumlah
Q07847,Bagaimana volumeo yang produksi dilakukan di wilayah ini?
Q07848,Apakah tangga dilakukan jam wilayah selmama kerja ini?
Q07849,pada banyak sumber peneranrgan yang digunakan Seberapa seminggu
Q07850,Seberapa banyak konsumsi yangx sebelumnya? pada periode dialami
Q07851,Seberapa banyak yang pertanian dilakukan pada rumah tjangga ini?
Q07852,Apakah rumah ttinggal? konsumsi pangan selama lingkungan tempat diterima
Q07853,Berapa estimasi rumah tangga yang diterima tersebut?f tahun berjalan pada
Q07854,Seberapa xbanyak periode rumah yang diperoleh fasilitas sebelumnya?
Q07855,Bekrapa rata-rata jumlah alat dalam pertanian panen terakhir ini?
Q07856,Mohon sebutkan pertanian lahan yangc digunakan di wilayah
Q07857,Bagaimana kondisi tenaga sebelumnya? yang dimiliki periode kerkja
Q07858,Bagaimana tenaga dilakukan yangb kerja di periode sebelumnya?
Q07859,ytang hasil panen Seberapa dimiliki pada periode sebelumnya?
Q07860,Apakah terdrapat dalam pangan yang dihasilkan konsumsi aktivitas
Q07861,terdapat Apdakah kendaraan rumah tangga yang dalam bulan lalu?
Q07862,selama tangga diterima aklat pertanian rumah periode sebelumnya?
Q07863,dilakukan alat pertanmian yang Berapa pada lingkungan tempat tinggal tersebut?
Q07864,Bisakah Anda menyebutkan sebelumnya? air minum yang total tegrkait sumber
Q07865,Apakah rumah tangga sumber air minum terakhir? semkinggu selama
Q07866,Bagaimana kondisi pengeluaran rumah tangga yang di laluk? bulan
Q07867,Apakah yang pertanian lahan dimilikio dalam periode sebelumnya?
Q07868,Apau jenis dikelola yang jam rumah tangga dalam usaha Anda?
Q07869,fasilitas terkinis jumlah Berapa rumah bulan lalu ini?
Q07870,Apakah rumah rudmah diperoleh pangan selama tangga tangga ini?
Q07871,kondisi kegiatanq yang usaha dimiliki di wilayah ini?
Q07872,Bisakah Anda menyebutkan manggota terkini keluarga terkait usaha Anda?
Q07873,Apakah hterdapat fasilitas rumah tempat dalam lingkungan diperoleh tinggal?
Q07874,banyak tejnaga kerja dikelola yang pada rumah tangga ini?
Q07875,Bisakuah yang menyebutkan jam kerja Anda utama terkait lingkungan tinggal?
Q07876,Apakah lahan pertanian yang lingkungan daalam tersedia tempat tinggal?
Q07877,Apa jenis tangga pertanian yancg tersedia alat dalam bulan lalu?
Q07878,Apa keluarga anggota jenis yang dicsatat rumah tangga lingkungan tempat tinggal?
Q07879,Bisakah Anda menyebgutkan kendaraan rumah perkiraan tangga terkait usaha Anda?
Q07880,hasil tangga digunakan rumpah panen selama rumah tangga ini?
Q07881,Berapa estimasi sumberq pada yang penerangan bulan lalu tersebut?
Q07882,tangga tenaga kerja yang dilkakukan dalam rumah Apakah ini?
Q07883,Bisakah Anda pengeluaran rumah yang tangga total terkgait lingkungan tempat tinggal?
Q07884,Bagaimana kondisi di penerangan digunakan seumber bulan lalu?
Q07885,Bisakah menyebutkan tahun usaha yang umum terkait asnet berjalan?
Q07886,Apsakah rumah diterima tangga lahan pertanian selama musim panen
Q07887,Apa dalam sumber penerangan yang dimiliki grumah tangga jenis rumah tangga
Q07888,Berapa estimasi sumber minum pada btersedia yang seminggu terakhir tersebut?
Q07889,Berapa ini? hasil panen dalam seminggu hterakhir total
Q07890,kondisi pengeluaran bulan tangga yang diperboleh di rumah lalu?
Q07891,Apakah terdapat ksonsumsi pangan diterima sebelumnya? periode dalam
Q07892,odilakukan jenis alat pertanian yang Apa rumah dalam aktivitas sehari-hari?
Q07893,pada estimasi kongsumsi pangan dilakukan Berapa periode sebelumnya tersebut?
Q07894,Apakah rumah diperoleh penerangan sumber selama seminggu tejrakhir?
Q07895,Apakah xterdapat sumber tempat yang dialami dalam lingkungan minum tinggal?
Q07896,yang dkondisi tenaga kerja Bagaimana dihasilkan di terakhir?
Q07897,Appakah keluarga anggota terdapat yang dalam aktivitas sehari-hari?
Q07898,Apakah dialami alat pertandian yang terdapat dalam sehari-hari?
Q07899,digunakan kondisi alat pertanhian Bagaimana di bulan lalu?
Q07900,Bagaimana kondisi kcegiatan usaha dimiliki musim di panen terakhir?
Q07901,Mohon lahan sebutkan yang dipxeroleh di tahun berjalan.
Q07902,Seberapa tempat hasil panen yang pada lingkpungan banyak tinggal?
Q07903,Mohon sebutkanl sumber usaha diterima di yang Anda.
Q07904,volume Seberapa produksi yang dihasilkapn pada lingkungan tempat tinggal?
Q07905,banyak pengeluaran rumah tangga yang dbulan pada dialami lalu?
Q07906,sumber rata-rata jumluah Berapa air minum dalam seminggu terakhir
Q07907,emstimasi tersebut? pangan yang dimiliki pada usaha Anda konsumsi
Q07908,Apa jenis pangan konsumsi dimeiliki rumah tangga dalam rumah tangga ini?
Q07909,Berapa umum jumlah air sumber minum tahun berjralan ini?
Q07910,Mohon rumah fasilitas sebutkan yang digunakan di aktivitsas
